order_channel,last_order_channel,Tenure,Recency,Frequency,Spend,PerctOnlineOrders,PrectSpendOnline,Cosmetics,Clothing,Games,Groceries,Office Supplies
Ios App,Ios App,443,117,6,1949.08,0.8333,0.9333,True,False,False,True,True
Mobile,Mobile,963,295,6,1147.22,0.8333,0.9651,True,False,True,False,False
Desktop,Desktop,770,395,3,639.87,0.3333,0.7500,False,False,False,True,True
Desktop,Offline,475,231,2,268.96,0.5000,0.8885,False,True,False,False,False
Desktop,Offline,1567,153,4,858.78,0.5000,0.3003,False,False,False,True,True
Mobile,Offline,1025,414,4,385.95,0.2500,0.2228,True,True,False,False,False
Mobile,Offline,723,316,3,220.46,0.3333,0.2721,False,True,True,False,False
Ios App,Offline,522,247,3,765.71,0.6667,0.6856,False,False,False,True,True
Android App,Offline,581,382,2,435.71,0.5000,0.4360,True,False,True,True,True
Mobile,Mobile,727,162,2,263.95,0.5000,0.8864,True,False,False,True,True
Android App,Android App,876,223,2,245.96,0.5000,0.7561,False,False,True,False,False
Desktop,Offline,1052,344,2,290.69,0.5000,0.7910,True,False,False,False,False
Android App,Android App,789,266,12,818.78,0.8333,0.8474,True,True,True,True,True
Android App,Android App,586,200,4,871.67,0.7500,0.8902,True,False,True,True,True
Mobile,Offline,656,311,2,229.98,0.5000,0.6957,False,True,False,False,False
Android App,Android App,672,336,4,1070.28,0.7500,0.8874,False,False,False,True,True
Android App,Android App,561,291,3,389.97,0.6667,0.8449,False,False,True,False,False
Android App,Android App,442,95,5,664.8,0.2000,0.2707,False,True,False,True,True
Ios App,Mobile,1256,140,15,2559.91,0.8000,0.8942,False,True,False,False,False
Android App,Android App,550,281,4,678.71,0.7500,0.8663,False,False,True,False,False
Android App,Android App,820,168,6,565.42,0.8333,0.8223,False,False,False,True,True
Android App,Android App,915,131,6,1020.02,0.8333,0.8530,False,False,False,True,True
Mobile,Mobile,796,201,4,399.95,0.7500,0.5250,True,False,False,False,False
Android App,Android App,517,250,3,275.48,0.6667,0.5626,False,True,False,False,False
Mobile,Offline,910,400,5,580.44,0.2000,0.2756,True,False,False,True,True
Mobile,Mobile,903,253,4,397.45,0.5000,0.5975,False,False,False,True,True
Desktop,Offline,1954,181,2,344.96,0.5000,0.4203,False,False,False,True,True
Android App,Android App,726,431,3,377.96,0.6667,0.7619,False,False,True,False,False
Ios App,Ios App,907,281,5,645.93,0.8000,0.7523,True,False,False,True,True
Android App,Android App,917,117,13,1429.71,0.8462,0.8462,False,False,True,True,True
Android App,Offline,698,105,5,1000.49,0.2000,0.1739,True,False,True,False,False
Ios App,Offline,437,338,3,630.71,0.6667,0.6278,True,False,True,False,False
Mobile,Offline,1397,393,2,175.39,0.5000,0.8832,False,True,False,False,False
Android App,Desktop,553,120,6,630.56,0.8333,0.9358,True,True,False,False,False
Android App,Android App,766,279,5,422.43,0.4000,0.2414,False,True,False,True,True
Android App,Android App,711,262,2,224.98,0.5000,0.3333,False,False,False,True,True
Android App,Android App,1993,170,19,1966.78,0.9474,0.9695,True,True,False,False,False
Mobile,Mobile,419,124,5,674.32,0.8000,0.9259,True,False,False,True,True
Ios App,Ios App,648,280,2,234.98,0.5000,0.3191,True,False,False,False,False
Mobile,Mobile,780,221,5,480.42,0.2000,0.1405,False,False,False,True,True
Android App,Android App,2278,261,9,1614.68,0.8889,0.9071,True,False,True,True,True
Mobile,Offline,1086,162,4,141.36,0.5000,0.2829,True,False,False,True,True
Mobile,Mobile,848,290,4,808.97,0.7500,0.9258,False,False,False,True,True
Android App,Android App,713,449,3,371.95,0.6667,0.7581,False,True,False,False,False
Android App,Offline,308,273,2,180.46,0.5000,0.5540,False,False,False,True,True
Desktop,Offline,1120,397,3,259.97,0.6667,0.6538,False,True,False,False,False
Android App,Android App,574,190,2,290.47,0.5000,0.7573,False,False,False,True,True
Android App,Offline,298,135,2,410.86,0.5000,0.2531,True,False,True,True,True
Mobile,Offline,1364,224,2,322.84,0.5000,0.5265,True,False,False,False,False
Android App,Android App,660,441,3,489.17,0.6667,0.7751,False,False,False,True,True
Android App,Android App,804,228,5,422.43,0.4000,0.4071,False,True,False,False,False
Android App,Android App,936,112,7,512.02,0.7143,0.6094,True,True,False,False,False
Android App,Offline,571,176,4,528.67,0.2500,0.1702,True,True,False,True,True
Desktop,Desktop,1268,338,11,1220.76,0.7273,0.6064,True,True,False,False,False
Android App,Mobile,1986,358,14,1996.58,0.8571,0.8794,True,False,False,False,False
Android App,Android App,1383,134,17,1639.88,0.8824,0.9025,False,False,True,False,False
Android App,Android App,731,280,7,399.42,0.4286,0.5357,False,False,True,False,False
Ios App,Offline,436,431,2,463.9,0.5000,0.5042,False,True,False,True,True
Android App,Android App,862,147,4,690.4,0.2500,0.3041,True,False,False,False,False
Android App,Android App,649,156,4,417.08,0.7500,0.8082,False,True,False,False,False
Desktop,Offline,782,195,4,287.8,0.2500,0.4584,False,False,False,True,True
Android App,Android App,780,123,5,649.43,0.8000,0.8199,False,False,False,False,False
Android App,Android App,690,127,9,1069.98,0.5556,0.6805,False,True,False,False,False
Android App,Android App,722,277,5,669.87,0.2000,0.4029,True,False,False,True,True
Mobile,Mobile,687,100,7,997.87,0.7143,0.8597,True,True,False,True,True
Android App,Mobile,749,159,5,1080.46,0.6000,0.7501,False,False,False,True,True
Android App,Android App,416,113,7,1620.33,0.7143,0.8149,False,False,True,True,True
Mobile,Mobile,786,230,2,932.25,0.5000,0.5098,False,False,False,False,False
Ios App,Offline,1076,219,2,299.98,0.5000,0.4333,False,False,False,True,True
Android App,Android App,537,185,4,572.32,0.7500,0.8777,True,False,False,True,True
Android App,Android App,981,373,6,1129.2,0.8333,0.9823,False,True,True,True,True
Android App,Android App,791,206,10,1229.24,0.6000,0.8577,True,True,False,True,True
Android App,Android App,884,128,3,437.83,0.3333,0.7260,False,False,False,True,True
Mobile,Desktop,726,190,5,1037.88,0.6000,0.7014,True,False,False,False,False
Mobile,Mobile,793,428,3,351.94,0.3333,0.5028,False,False,True,True,True
Android App,Android App,737,184,4,793.32,0.7500,0.8740,False,True,False,False,False
Desktop,Desktop,724,436,5,1409.76,0.4000,0.4680,False,False,False,True,True
Ios App,Ios App,1111,424,7,778.47,0.7143,0.7431,False,False,True,False,False
Android App,Android App,127,126,2,659.93,0.5000,0.3939,False,False,False,False,False
Mobile,Mobile,863,169,13,1840.87,0.6154,0.5980,False,False,True,False,False
Android App,Android App,1927,445,10,1135.83,0.9000,0.9560,True,True,False,False,False
Android App,Android App,910,103,13,1822.89,0.6154,0.7312,False,False,True,True,True
Android App,Android App,230,223,2,400.96,0.5000,0.4489,False,False,True,True,True
Android App,Offline,1466,97,4,570.73,0.7500,0.5606,False,False,False,True,True
Desktop,Offline,926,231,8,1224.89,0.3750,0.2776,False,False,False,True,True
Android App,Android App,608,138,5,878.4,0.6000,0.5783,False,False,False,True,True
Desktop,Desktop,734,135,4,543.95,0.7500,0.8346,True,False,False,True,True
Android App,Offline,902,98,6,906.6,0.1667,0.4135,False,False,False,False,False
Mobile,Mobile,2355,109,7,533.33,0.4286,0.4905,True,True,False,False,False
Android App,Android App,901,105,3,505.96,0.6667,0.7431,False,False,False,False,False
Android App,Offline,645,291,3,344.47,0.3333,0.3019,False,False,False,True,True
Android App,Android App,463,318,2,240.48,0.5000,0.5821,False,False,True,False,False
Android App,Offline,1541,335,7,835.62,0.8571,0.8558,False,False,False,True,True
Desktop,Offline,2450,319,6,896.63,0.5000,0.5754,False,True,False,True,True
Mobile,Mobile,362,246,6,505.67,0.1667,0.0692,True,True,False,False,False
Android App,Android App,2821,357,6,551.61,0.8333,0.7825,False,True,False,False,False
Android App,Android App,782,121,16,1918.72,0.8125,0.8906,False,True,False,True,True
Desktop,Desktop,899,285,3,457.91,0.6667,0.7096,False,False,True,False,False
Mobile,Mobile,685,197,2,279.97,0.5000,0.2500,False,True,False,False,False
Desktop,Offline,1942,351,3,732.77,0.6667,0.4541,False,False,False,True,True
Android App,Android App,1726,407,7,692.85,0.8571,0.8557,False,False,True,True,True
Ios App,Android App,1980,123,31,3281.2,0.9677,0.9754,False,True,False,True,True
Android App,Android App,620,172,2,410.88,0.5000,0.7907,False,False,False,False,False
Android App,Offline,2764,175,9,1921.8,0.7778,0.8543,False,False,False,True,True
Android App,Android App,1421,437,5,281.13,0.8000,0.7839,False,False,False,True,True
Android App,Android App,1354,147,6,913.44,0.8333,0.9124,False,True,False,True,True
Mobile,Mobile,782,265,2,198.64,0.5000,0.8490,False,False,False,True,True
Mobile,Offline,353,135,3,1308.92,0.3333,0.3812,True,False,False,True,True
Android App,Offline,274,134,2,220.87,0.5000,0.5433,True,False,False,False,False
Desktop,Offline,2031,106,4,459.96,0.2500,0.1304,False,False,False,False,False
Ios App,Android App,873,138,4,356.96,0.7500,0.9580,False,True,True,False,False
Desktop,Desktop,552,173,2,460.88,0.5000,0.7288,False,False,False,False,False
Ios App,Ios App,741,329,13,1049.61,0.3077,0.4639,True,True,False,False,False
Android App,Offline,1418,218,4,660.83,0.5000,0.6734,True,False,True,True,True
Desktop,Desktop,563,192,4,535.9,0.2500,0.5019,True,True,True,True,True
Mobile,Offline,974,409,4,404.87,0.5000,0.4816,True,False,False,False,False
Mobile,Mobile,721,347,4,461.95,0.7500,0.8052,False,False,True,False,False
Android App,Android App,474,179,2,157.98,0.5000,0.6836,False,False,True,False,False
Android App,Android App,500,128,8,1438.61,0.3750,0.5706,True,False,True,True,True
Android App,Android App,679,171,2,409.97,0.5000,0.2927,False,True,False,False,False
Android App,Offline,331,296,3,504.72,0.3333,0.1585,True,False,True,True,True
Android App,Android App,684,358,3,308.96,0.6667,0.8058,False,False,True,False,False
Android App,Android App,930,110,7,1215.33,0.5714,0.7450,True,False,True,True,True
Ios App,Desktop,1211,114,9,1737.02,0.6667,0.5279,True,False,True,True,True
Android App,Android App,764,226,4,323.07,0.2500,0.2263,False,True,False,False,False
Mobile,Mobile,782,435,2,123.98,0.5000,0.6774,False,False,False,True,True
Ios App,Desktop,635,223,6,943.42,0.5000,0.4690,False,True,False,True,True
Mobile,Offline,878,148,5,569.31,0.2000,0.2547,True,False,True,False,False
Ios App,Offline,506,127,2,358.86,0.5000,0.5517,False,False,False,False,False
Android App,Android App,734,347,4,760.75,0.7500,0.8949,False,False,True,True,True
Ios App,Offline,421,336,3,543.68,0.6667,0.8713,False,True,True,True,True
Ios App,Offline,922,258,5,710.68,0.2000,0.1266,False,False,True,True,True
Desktop,Offline,721,185,5,1090.88,0.4000,0.4583,False,False,True,False,False
Desktop,Desktop,206,198,3,746.94,0.3333,0.1687,True,True,False,True,True
Android App,Offline,1769,195,17,2815.9,0.9412,0.9112,True,False,False,True,True
Mobile,Mobile,785,169,4,404.88,0.7500,0.8024,False,False,True,False,False
Android App,Offline,118,101,3,270.39,0.6667,0.7781,True,False,False,False,False
Ios App,Ios App,593,207,4,645.57,0.5000,0.6592,False,False,True,True,True
Android App,Android App,773,219,4,565.89,0.2500,0.3339,True,True,False,True,True
Ios App,Offline,585,149,4,978.4301,0.7500,0.6934,False,True,False,True,True
Mobile,Mobile,862,253,5,157.44,0.6000,0.7747,False,True,False,False,False
Mobile,Mobile,557,144,3,286.47,0.6667,0.7539,False,False,False,False,False
Android App,Android App,734,140,9,826.84,0.8889,0.9395,True,True,False,False,False
Mobile,Offline,1013,183,6,400.34,0.1667,0.1474,True,True,False,False,False
Desktop,Desktop,432,352,6,1784.99,0.8333,0.9776,False,True,False,True,True
Android App,Android App,546,157,2,335.47,0.5000,0.1788,False,False,True,False,False
Desktop,Offline,1590,180,7,653.84,0.7143,0.8381,False,False,False,False,False
Mobile,Offline,2674,428,7,843.89,0.8571,0.8454,False,False,False,True,True
Ios App,Ios App,582,141,2,255.73,0.5000,0.2151,False,False,True,False,False
Mobile,Offline,2600,414,7,938.84,0.8571,0.8935,False,False,True,False,False
Ios App,Offline,2496,143,5,657.93,0.8000,0.8632,False,True,False,True,True
Android App,Offline,474,294,3,596.45,0.6667,0.6974,False,False,True,False,False
Mobile,Mobile,537,122,4,869.88,0.7500,0.9195,False,False,False,True,True
Android App,Android App,1976,152,4,510.5,0.7500,0.7258,False,False,False,False,False
Desktop,Offline,1169,434,3,330.46,0.3333,0.4236,False,True,False,False,False
Ios App,Offline,290,104,4,581.46,0.2500,0.2076,True,True,True,False,False
Android App,Offline,873,251,4,524.21,0.5000,0.7044,True,False,False,False,False
Ios App,Ios App,2075,281,12,1818.88,0.9167,0.9285,False,True,False,False,False
Desktop,Offline,582,104,9,2468.54,0.1111,0.1353,False,True,False,True,True
Android App,Android App,570,138,3,230.46,0.6667,0.5944,False,False,False,True,True
Ios App,Ios App,755,385,4,479.94,0.7500,0.8542,True,False,False,False,False
Android App,Android App,362,258,3,89.97,0.6667,0.6667,False,True,False,False,False
Android App,Android App,886,231,5,818.9,0.2000,0.2491,False,False,True,True,True
Android App,Offline,774,402,3,519.78,0.3333,0.3848,False,True,False,False,False
Mobile,Mobile,720,156,3,569.95,0.6667,0.9474,False,True,False,False,False
Ios App,Ios App,1224,107,6,807.87,0.5000,0.7649,False,False,False,False,False
Desktop,Desktop,726,205,3,755.91,0.6667,0.8942,True,True,False,False,False
Android App,Android App,712,153,13,1707.8,0.8462,0.8244,True,False,False,False,False
Android App,Android App,622,255,4,524.94,0.7500,0.6381,False,False,True,True,True
Android App,Android App,615,150,5,651.3,0.2000,0.4612,True,True,True,False,False
Ios App,Ios App,757,298,2,347.92,0.5000,0.4827,False,False,False,False,False
Android App,Offline,1555,190,23,3151.25,0.7391,0.6764,True,False,True,True,True
Mobile,Offline,681,175,5,1581.81,0.4000,0.7099,True,False,False,True,True
Android App,Offline,1571,305,3,284.86,0.6667,0.7719,False,False,False,True,True
Mobile,Mobile,1275,214,6,1262.54,0.8333,0.9446,False,False,False,True,True
Android App,Android App,737,426,2,209.97,0.5000,0.5238,False,False,True,False,False
Ios App,Offline,1040,226,4,504.84,0.7500,0.7606,False,False,True,False,False
Android App,Offline,200,108,2,238.86,0.5000,0.4521,True,True,False,False,False
Mobile,Mobile,551,295,2,328.99,0.5000,0.6353,False,False,False,True,True
Mobile,Mobile,189,120,2,219.9,0.5000,0.4089,False,False,False,False,False
Mobile,Desktop,857,165,9,997.86,0.6667,0.6543,True,False,False,False,False
Ios App,Offline,542,178,3,509.96,0.3333,0.3921,False,False,False,False,False
Android App,Offline,781,372,4,504.68,0.2500,0.2358,True,True,False,True,True
Mobile,Mobile,1162,143,9,1730.8,0.5556,0.7135,False,False,True,True,True
Android App,Android App,668,135,5,1240.57,0.4000,0.4513,False,False,False,False,False
Android App,Android App,712,116,2,223.98,0.5000,0.4643,False,False,False,False,False
Mobile,Mobile,733,101,4,472.84,0.2500,0.3849,True,True,False,False,False
Android App,Android App,634,199,3,291.18,0.3333,0.4506,False,False,True,False,False
Android App,Android App,715,116,4,379.55,0.5000,0.5762,False,False,True,False,False
Ios App,Ios App,712,253,2,281.95,0.5000,0.8936,True,True,True,False,False
Desktop,Offline,1298,247,4,770.3,0.7500,0.8955,True,False,False,False,False
Android App,Android App,643,347,5,460.92,0.8000,0.8265,False,False,False,True,True
Android App,Android App,662,249,4,536.42,0.2500,0.3355,False,True,True,True,True
Android App,Android App,795,120,18,2589.02,0.9444,0.9768,True,True,True,True,True
Ios App,Offline,427,162,3,345.58,0.3333,0.2951,True,False,True,False,False
Android App,Android App,923,100,6,650.95,0.5000,0.4147,False,False,False,True,True
Desktop,Desktop,160,119,2,317.35,0.5000,0.6821,False,False,True,True,True
Android App,Offline,510,346,2,235.72,0.5000,0.2545,False,False,True,False,False
Mobile,Desktop,846,106,4,614.56,0.7500,0.8373,False,False,False,True,True
Android App,Android App,784,125,5,390.45,0.2000,0.2049,True,False,False,False,False
Desktop,Offline,456,421,2,307.97,0.5000,0.8377,True,False,True,False,False
Desktop,Offline,782,354,3,259.95,0.3333,0.3846,True,False,False,False,False
Android App,Android App,923,198,3,398.26,0.6667,0.7740,False,True,False,False,False
Android App,Offline,2510,177,10,920.41,0.8000,0.8469,True,True,False,False,False
Desktop,Desktop,1740,250,4,1106.92,0.7500,0.9792,False,False,True,False,False
Android App,Android App,760,249,6,784.16,0.1667,0.3991,False,True,True,False,False
Android App,Offline,938,259,2,102.48,0.5000,0.5122,False,False,False,True,True
Android App,Offline,479,367,2,573.9,0.5000,0.5644,False,False,False,True,True
Android App,Mobile,614,99,5,763.37,0.4000,0.4145,True,False,True,False,False
Android App,Android App,929,230,3,269.97,0.6667,0.5185,False,False,True,False,False
Mobile,Mobile,2117,115,8,884.27,0.8750,0.8869,False,False,False,False,False
Ios App,Ios App,764,113,2,492,0.5000,0.2907,False,False,False,False,False
Android App,Android App,730,326,3,358.96,0.6667,0.4902,False,False,False,True,True
Mobile,Mobile,691,109,3,613.24,0.3333,0.2438,True,False,True,True,True
Android App,Offline,529,308,4,654.62,0.5000,0.7850,True,True,False,False,False
Android App,Android App,799,114,3,638.98,0.3333,0.7183,False,False,False,True,True
Android App,Desktop,768,112,5,990.5,0.6000,0.7173,False,False,False,True,True
Android App,Android App,800,106,5,750.66,0.8000,0.8402,True,False,True,False,False
Android App,Android App,1390,273,13,1126.65,0.9231,0.9823,True,True,False,False,False
Mobile,Mobile,715,207,2,391.97,0.5000,0.6684,True,False,False,True,True
Android App,Offline,989,410,7,1153.92,0.4286,0.3154,False,False,False,True,True
Android App,Android App,913,115,2,243.12,0.5000,0.5887,False,False,False,False,False
Ios App,Android App,786,398,3,506.96,0.6667,0.6844,False,False,True,True,True
Android App,Android App,892,139,2,282.97,0.5000,0.6361,False,False,False,False,False
Mobile,Mobile,583,279,3,340.91,0.3333,0.6158,True,False,False,True,True
Desktop,Desktop,701,191,6,368.93,0.6667,0.7019,False,True,False,False,False
Desktop,Desktop,899,207,4,1378.75,0.7500,0.9347,False,False,False,True,True
Desktop,Offline,647,205,4,394.94,0.2500,0.3798,True,False,False,False,False
Ios App,Ios App,1263,117,8,857.41,0.8750,0.6968,False,False,False,False,False
Android App,Android App,705,135,6,840.42,0.5000,0.6187,False,False,True,False,False
Android App,Android App,551,279,3,390.42,0.6667,0.7862,False,True,False,True,True
Android App,Android App,2366,365,5,1308.89,0.4000,0.2972,False,False,True,False,False
Desktop,Offline,1156,401,2,160.47,0.5000,0.3738,False,False,False,True,True
Android App,Android App,866,126,2,215.54,0.5000,0.2578,False,False,False,False,False
Android App,Android App,756,115,3,549.93,0.3333,0.5364,True,False,False,True,True
Desktop,Offline,1214,180,3,729.68,0.6667,0.9178,False,False,False,True,True
Android App,Android App,894,115,4,473.71,0.7500,0.6897,False,False,False,False,False
Desktop,Offline,530,355,2,296.7,0.5000,0.5257,True,False,True,False,False
Mobile,Mobile,1658,424,10,896.32,0.9000,0.9108,True,False,True,True,True
Android App,Android App,886,195,4,487.96,0.7500,0.7336,False,False,True,False,False
Android App,Mobile,923,201,3,297.96,0.6667,0.5637,False,False,False,True,True
Android App,Android App,636,265,5,483.92,0.8000,0.6963,True,False,False,False,False
Android App,Android App,871,269,7,2082.96,0.5714,0.8843,True,False,False,True,True
Mobile,Offline,1580,405,6,930.4301,0.5000,0.3923,True,False,False,False,False
Android App,Android App,840,97,21,5714.41,0.9524,0.9930,True,False,True,True,True
Mobile,Mobile,759,205,2,249.98,0.5000,0.6800,True,False,False,False,False
Android App,Android App,2247,96,14,4268.33,0.9286,0.9367,True,False,False,True,True
Mobile,Mobile,715,294,2,229.98,0.5000,0.5652,False,False,False,True,True
Android App,Android App,910,260,7,720.79,0.2857,0.2773,False,False,False,True,True
Android App,Offline,506,136,4,609.94,0.7500,0.8033,False,False,False,False,False
Desktop,Desktop,921,126,3,430.1,0.6667,0.7675,False,True,False,False,False
Android App,Android App,651,173,3,649.48,0.3333,0.6605,False,False,False,True,True
Android App,Offline,683,145,4,1355.56,0.2500,0.1232,True,True,False,True,True
Android App,Android App,901,97,4,322.96,0.7500,0.8452,False,False,False,False,False
Mobile,Mobile,212,212,2,369.97,0.5000,0.3784,True,False,False,True,True
Android App,Android App,740,225,7,883.24,0.7143,0.8415,False,True,False,False,False
Android App,Android App,718,281,2,143.99,0.5000,0.3056,False,False,True,False,False
Android App,Android App,676,141,3,605.95,0.6667,0.7855,False,True,False,True,True
Android App,Offline,281,154,2,191.97,0.5000,0.2187,False,True,False,False,False
Android App,Android App,417,118,9,1428.13,0.8889,0.9650,True,False,False,True,True
Ios App,Offline,1639,168,2,620.74,0.5000,0.3543,False,False,False,True,True
Mobile,Offline,2467,177,6,531.09,0.6667,0.7176,False,True,False,False,False
Desktop,Desktop,1205,314,4,518.87,0.7500,0.9229,True,False,False,False,False
Android App,Offline,869,196,12,2285.05,0.5833,0.7196,True,True,True,False,False
Desktop,Offline,932,425,2,470.72,0.5000,0.2549,False,True,False,True,True
Android App,Offline,657,209,4,1189.95,0.2500,0.1176,False,False,True,True,True
Android App,Android App,578,199,5,1174.68,0.6000,0.5914,True,False,False,True,True
Mobile,Mobile,709,98,4,523.36,0.7500,0.5541,True,False,False,True,True
Mobile,Mobile,925,439,6,864.35,0.6667,0.5946,False,False,False,True,True
Mobile,Offline,476,282,2,136.48,0.5000,0.4102,False,False,True,False,False
Android App,Android App,907,131,4,549.94,0.2500,0.2418,False,False,False,False,False
Desktop,Offline,668,210,4,869.4301,0.2500,0.6090,True,False,False,False,False
Ios App,Offline,489,183,3,600.15,0.6667,0.7984,False,False,False,False,False
Desktop,Offline,1339,409,2,193.46,0.5000,0.5169,False,True,False,False,False
Android App,Android App,382,99,3,566.46,0.3333,0.3981,False,False,True,True,True
Android App,Android App,829,100,4,612.92,0.7500,0.8532,False,False,True,False,False
Android App,Android App,1620,161,5,577.47,0.8000,0.7740,True,False,False,False,False
Mobile,Mobile,774,295,2,246.95,0.5000,0.7571,False,False,False,True,True
Ios App,Ios App,874,204,4,764.85,0.2500,0.5817,False,False,False,True,True
Mobile,Offline,198,145,2,500.74,0.5000,0.7466,True,False,True,False,False
Android App,Offline,689,100,5,498.8,0.2000,0.3568,False,True,False,False,False
Desktop,Offline,482,101,2,164.87,0.5000,0.5094,False,False,False,False,False
Android App,Android App,894,97,4,735.85,0.2500,0.1145,False,False,False,False,False
Ios App,Mobile,627,114,5,536.07,0.6000,0.7093,False,False,True,False,False
Mobile,Offline,980,293,5,1313.08,0.2000,0.0932,True,False,True,True,True
Android App,Android App,761,348,4,610.69,0.5000,0.4912,False,False,True,True,True
Android App,Android App,435,226,4,966.8101,0.5000,0.3227,True,True,True,True,True
Android App,Android App,578,198,2,169.98,0.5000,0.2942,False,True,False,False,False
Desktop,Desktop,1945,252,7,1164.88,0.8571,0.8970,False,False,True,False,False
Desktop,Desktop,895,186,3,437.45,0.3333,0.4091,True,True,False,True,True
Android App,Android App,630,250,2,297.98,0.5000,0.6644,False,False,True,False,False
Mobile,Mobile,722,119,3,979.83,0.6667,0.8980,False,False,False,True,True
Mobile,Mobile,1037,294,9,1021.15,0.7778,0.7650,False,False,False,True,True
Android App,Android App,729,273,5,541.65,0.4000,0.5243,True,False,True,True,True
Android App,Android App,680,318,7,588.94,0.7143,0.7284,False,True,False,True,True
Android App,Android App,273,191,2,169.98,0.5000,0.4118,True,False,False,False,False
Mobile,Desktop,1184,124,4,631.67,0.7500,0.8093,False,True,True,False,False
Android App,Offline,494,226,4,279.85,0.7500,0.6395,False,False,True,False,False
Android App,Offline,1560,106,11,1228.21,0.8182,0.7159,True,False,True,True,True
Desktop,Desktop,800,438,7,7745.27,0.8571,0.9897,True,True,True,True,True
Mobile,Mobile,646,101,2,310.91,0.5000,0.6752,False,False,False,False,False
Android App,Android App,420,118,3,414.46,0.3333,0.7334,True,False,False,True,True
Desktop,Desktop,762,283,2,249.98,0.5000,0.7200,False,False,False,True,True
Mobile,Offline,877,447,3,695.88,0.3333,0.3003,True,False,False,True,True
Mobile,Offline,1425,175,7,1331.69,0.5714,0.7658,True,False,True,True,True
Android App,Offline,1240,260,3,280.72,0.3333,0.1068,True,False,False,False,False
Ios App,Offline,548,225,3,385.35,0.3333,0.0623,False,False,False,False,False
Android App,Android App,921,213,13,2425.03,0.8462,0.9173,True,False,True,True,True
Ios App,Ios App,613,135,13,2599.47,0.9231,0.8115,False,True,True,True,True
Android App,Offline,984,143,11,972.88,0.4545,0.4142,True,False,True,False,False
Desktop,Offline,2353,237,4,800.47,0.7500,0.2738,True,False,False,False,False
Android App,Android App,711,143,2,352.91,0.5000,0.7422,True,False,True,False,False
Android App,Android App,655,166,6,617.12,0.8333,0.9514,False,True,True,False,False
Ios App,Offline,974,360,9,1103.16,0.7778,0.9651,True,False,True,False,False
Mobile,Mobile,925,255,3,195.97,0.3333,0.1837,False,True,False,False,False
Ios App,Ios App,628,155,2,356.98,0.5000,0.5798,False,False,False,False,False
Android App,Mobile,993,120,5,870.89,0.8000,0.8622,True,False,False,True,True
Android App,Offline,1406,203,4,679.92,0.7500,0.8824,True,True,False,False,False
Android App,Android App,541,104,3,340.44,0.3333,0.3348,False,False,True,False,False
Android App,Android App,763,455,2,192.97,0.5000,0.3990,False,False,False,True,True
Mobile,Mobile,955,218,8,1753.08,0.8750,0.9658,False,False,False,True,True
Mobile,Mobile,756,329,3,362.81,0.6667,0.7796,False,False,True,False,False
Desktop,Offline,1445,204,5,469.89,0.8000,0.4467,False,False,False,True,True
Android App,Android App,891,147,9,918.4,0.7778,0.6538,False,True,False,False,False
Mobile,Mobile,608,331,3,509.88,0.3333,0.1175,False,False,False,False,False
Desktop,Offline,1732,416,3,326.96,0.3333,0.1835,False,False,True,False,False
Android App,Android App,760,421,3,264.97,0.6667,0.6981,False,False,False,True,True
Android App,Android App,894,126,4,520.86,0.2500,0.2417,False,True,False,False,False
Android App,Offline,118,97,2,65.91,0.5000,0.7271,True,False,False,False,False
Android App,Android App,623,251,3,473.95,0.6667,0.6202,False,False,False,False,False
Android App,Desktop,557,417,5,329.95,0.8000,0.7273,False,False,False,True,True
Android App,Android App,456,425,4,468.44,0.7500,0.8068,False,False,False,True,True
Mobile,Mobile,803,200,3,623.89,0.6667,0.7596,False,False,False,True,True
Mobile,Mobile,596,289,7,1426.22,0.7143,0.7050,True,True,True,False,False
Android App,Android App,1231,249,5,804.68,0.6000,0.3840,False,False,True,True,True
Desktop,Offline,1058,353,2,290.48,0.5000,0.6885,False,False,True,False,False
Android App,Android App,645,148,3,287.95,0.3333,0.3334,False,False,False,False,False
Desktop,Desktop,877,282,3,714.27,0.3333,0.5870,False,False,False,False,False
Mobile,Offline,119,106,2,180.87,0.5000,0.5528,False,False,False,False,False
Android App,Android App,1210,119,4,435.95,0.5000,0.3441,False,False,False,False,False
Android App,Android App,497,113,5,487.15,0.8000,0.7681,True,False,False,True,True
Android App,Android App,588,226,2,140.48,0.5000,0.5694,True,False,False,False,False
Desktop,Desktop,880,201,4,1003.67,0.2500,0.2359,False,False,False,True,True
Mobile,Mobile,826,254,3,380.88,0.6667,0.8425,False,True,False,False,False
Ios App,Offline,788,107,4,1420.71,0.5000,0.1936,True,False,False,True,True
Ios App,Ios App,669,262,3,157.97,0.3333,0.3038,False,True,False,False,False
Mobile,Mobile,676,298,4,365.46,0.2500,0.4925,False,False,True,False,False
Desktop,Desktop,2403,435,9,1247.02,0.7778,0.8717,True,False,True,False,False
Android App,Offline,1055,354,6,907.39,0.3333,0.2391,True,False,False,False,False
Desktop,Offline,574,168,3,523.82,0.3333,0.5402,False,True,False,False,False
Mobile,Mobile,818,228,2,274.97,0.5000,0.6727,True,True,False,False,False
Mobile,Mobile,139,119,2,215.36,0.5000,0.3923,True,False,False,False,False
Desktop,Desktop,552,409,3,426.45,0.6667,0.7175,False,False,False,True,True
Android App,Android App,873,203,3,359.95,0.6667,0.5833,False,False,False,False,False
